Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Included / International,Price / International,Compare At Price / International,Status
9ct-solid-yellow-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26001_b.jpg?v=1653982109,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26001_c.jpg?v=1653982109,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26001_d.jpg?v=1653982109,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26001_e.jpg?v=1653982109,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26001_f.jpg?v=1653982110,6,,,,,,,,,,,,,,,,,,,,,,,,,,
14ct-solid-yellow-gold-cz-ring,14ct solid yellow gold CZ ring,"<p data-mce-fragment=""1"">14ct solid yellow gold CZ ring</p>
<table width=""545"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">14ct</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">3 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Excellent</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">RING SIZE</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">M (SEE IMAGES)</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Interesting and unique ring. I have not seen another like it.</p>
<p data-mce-fragment=""1"">Exceptional value at : $295.00</p>
<p data-mce-fragment=""1"">Item number 26015-95</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact for any further </strong><strong data-mce-fragment=""1"">information</strong></p>
<p data-mce-fragment=""1""><a href=""mailto:info@prelovedgold.com.au"" data-mce-fragment=""1"" data-mce-href=""mailto:info@prelovedgold.com.au"">info@prelovedgold.com.au</a></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Rings,Rings,"14ct Gold, Under $500",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_g.jpg?v=1653981697,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
14ct-solid-yellow-gold-cz-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015.jpg?v=1653981697,2,,,,,,,,,,,,,,,,,,,,,,,,,,
14ct-solid-yellow-gold-cz-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_b.jpg?v=1653981697,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14ct-solid-yellow-gold-cz-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_c.jpg?v=1653981697,4,,,,,,,,,,,,,,,,,,,,,,,,,,
14ct-solid-yellow-gold-cz-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_d.jpg?v=1653981697,5,,,,,,,,,,,,,,,,,,,,,,,,,,
14ct-solid-yellow-gold-cz-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26015_e.jpg?v=1653981698,6,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,9ct solid yellow gold diamond and Aquamarine ring,"<p data-mce-fragment=""1"">9ct solid yellow gold diamond and Aquamarine ring</p>
<table data-mce-fragment=""1"" width=""545"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">375 (9CT GOLD)</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">2 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Excellent</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">RING SIZE</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">M (SEE IMAGES)</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Beautiful Aquamarine complimented by small diamonds set in a warm yellow gold ring.</p>
<p data-mce-fragment=""1"">Exceptional value at : $245.00</p>
<p data-mce-fragment=""1"">Item number 26008-94</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact for any further information </strong></p>
<p data-mce-fragment=""1""><a data-mce-fragment=""1"" href=""mailto:info@prelovedgold.com.au"" data-mce-href=""mailto:info@prelovedgold.com.au"">info@prelovedgold.com.au</a></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Rings,Rings,"9ct Gold, AQUAMARINE, Under $500",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,245,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008_e.jpg?v=1653981247,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008.jpg?v=1653981247,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008_b.jpg?v=1653981247,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008_c.jpg?v=1653981247,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008_d.jpg?v=1653981247,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-yellow-gold-diamond-and-aquamarine-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/2_26008_f.jpg?v=1653981247,6,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-white-and-yellow-gold-men-s-dress-ring,9ct solid white and yellow gold Men’s dress ring,"<p data-mce-fragment=""1"">9ct solid white and yellow gold Men’s dress ring</p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">375 (9CT GOLD)</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">9 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Excellent</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">RING SIZE</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">T</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">This is a real stunner with a nice plaited design that’s darker in the cut out grooves. These are very comfortable and sell quick.</p>
<p data-mce-fragment=""1"">Exceptional value at : $595.00</p>
<p data-mce-fragment=""1"">Item number 26031-93</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact for any further information</strong></p>
<p data-mce-fragment=""1""><a href=""mailto:info@prelovedgold.com.au"" data-mce-fragment=""1"" data-mce-href=""mailto:info@prelovedgold.com.au"">info@prelovedgold.com.au</a></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Rings,Rings,"9ct Gold, indian gold, mens rings",TRUE,Title,Default Title,,,,,,0,shopify,-1,deny,manual,595,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031_f.jpg?v=1653980665,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-solid-white-and-yellow-gold-men-s-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031.jpg?v=1653980665,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-white-and-yellow-gold-men-s-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031_b.jpg?v=1653980665,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-white-and-yellow-gold-men-s-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031_c.jpg?v=1653980665,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-white-and-yellow-gold-men-s-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031_d.jpg?v=1653980665,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-white-and-yellow-gold-men-s-dress-ring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26031_e.jpg?v=1653980665,6,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-and-crucafix,9CT SOLID GOLD NECKLACE AND CROSS,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">9CT SOLID GOLD NECKLACE AND CROSS</strong></p>
<table width=""545"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td width=""260"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED</p>
</td>
<td colspan=""4"" width=""280"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">9CT SOLID GOLD</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""260"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td colspan=""4"" width=""280"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">7.5 grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""260"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td colspan=""4"" width=""280"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""260"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL LENGTH</p>
</td>
<td colspan=""4"" width=""280"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">58CM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""260"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">LENGTH OF CROSS</p>
</td>
<td width=""91"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">2.5CM</p>
</td>
<td width=""10"" data-mce-fragment=""1""></td>
<td width=""150"" data-mce-fragment=""1""></td>
<td width=""29"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">The inscription is “Be still and know that I am” from Psalm 46:10 and on the front of the cross is a Celtic design.</p>
<p data-mce-fragment=""1"">Exceptional value at : $355.00</p>
<p data-mce-fragment=""1"">Item number 25849-92</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact<br data-mce-fragment=""1""> <a href=""mailto:info@prelovedgold.com.au"" data-mce-fragment=""1"" data-mce-href=""mailto:info@prelovedgold.com.au"">info@prelovedgold.com.au</a> for any further information</strong></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Charms & Pendants,Charms & Pendants,"9ct Gold, cross, crucafix, jesus, Under $500",TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,335,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25849_d.jpg?v=1653894140,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-solid-gold-necklace-and-crucafix,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25849.jpg?v=1653894140,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-and-crucafix,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25849_b.jpg?v=1653894140,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-and-crucafix,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25849_c.jpg?v=1653894140,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-curb-link-chain,"9CT SOLID GOLD NECKLACE, CURB LINK CHAIN","<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">9CT SOLID GOLD NECKLACE, CURB LINK CHAIN</strong></p>
<table style=""width: 545px;"">
<tbody>
<tr>
<td style=""width: 260px;"">
<p>HALL MARK AND XRF TESTED</p>
</td>
<td style=""width: 280.453px;"" colspan=""4"">
<p>417 (10CT)<br></p>
</td>
</tr>
<tr>
<td style=""width: 260px;"">
<p>TOTAL WEIGHT</p>
</td>
<td style=""width: 280.453px;"" colspan=""4"">
<p>57 grams</p>
</td>
</tr>
<tr>
<td style=""width: 260px;"">
<p>CONDITION</p>
</td>
<td style=""width: 280.453px;"" colspan=""4"">
<p>EXCELLENT</p>
</td>
</tr>
<tr>
<td style=""width: 260px;"">
<p>OVERALL LENGTH</p>
</td>
<td style=""width: 280.453px;"" colspan=""4"">
<p>58CM</p>
</td>
</tr>
<tr>
<td style=""width: 260px;"">
<p>WIDTH AND LENGTH OF CHAIN LINK</p>
</td>
<td style=""width: 91.4531px;"">
<p>4MM X 7MM</p>
</td>
<td style=""width: 10px;""></td>
<td style=""width: 150px;""></td>
<td style=""width: 29px;"">
<p> </p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Diamond cut curb link chain. This is solid gold and <strong data-mce-fragment=""1"">NOT </strong>silver filled. Each link has been tested with our XRF tester.</p>
<p data-mce-fragment=""1"">This heavy Cuban link is is excellent condition and ready to wear.</p>
<p data-mce-fragment=""1""><span>Valuation certificate at $9,950.00</span></p>
<p data-mce-fragment=""1"">Exceptional value at : $4,150.00</p>
<p data-mce-fragment=""1"">Item number 25980-91</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact<br data-mce-fragment=""1""> <a href=""mailto:info@prelovedgold.com.au"" data-mce-href=""mailto:info@prelovedgold.com.au"" data-mce-fragment=""1"">info@prelovedgold.com.au</a> for any further information</strong></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Necklaces,Necklaces,"chain, chains, cuban link, diamond cut chain, Discounted items, Mens, Mens chains, On sale, solid gold",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,4150,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25980.jpg?v=1653891906,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-solid-gold-necklace-curb-link-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25980_b.jpg?v=1653891907,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-curb-link-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25980_c.jpg?v=1653891907,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-solid-gold-necklace-curb-link-chain,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25980_d.jpg?v=1653891907,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-fob-chain-bracelet-with-seven-pearls,9CT GOLD FOB CHAIN BRACELET WITH SEVEN PEARLS,"<p data-mce-fragment=""1"">9CT GOLD FOB CHAIN BRACELET WITH SEVEN PEARLS</p>
<p data-mce-fragment=""1""> </p>
<table width=""900"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td width=""161"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARK</p>
</td>
<td colspan=""4"" width=""164"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 9CT</p>
</td>
<td width=""558"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
<td width=""6"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""161"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td colspan=""4"" width=""164"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">4.5 grams</p>
</td>
<td width=""558"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
<td width=""6"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""161"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td colspan=""4"" width=""164"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
<td width=""558"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
<td width=""6"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""161"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL LENGTH</p>
</td>
<td colspan=""4"" width=""164"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">19.3CM</p>
</td>
<td width=""558"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
<td width=""6"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""161"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">WIDTH OF CHAIN LINK</p>
</td>
<td width=""37"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">4MM</p>
</td>
<td width=""4"" data-mce-fragment=""1""></td>
<td width=""92"" data-mce-fragment=""1""></td>
<td colspan=""3"" width=""594"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""> </p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td width=""164"" data-mce-fragment=""1""></td>
<td width=""39"" data-mce-fragment=""1""></td>
<td width=""6"" data-mce-fragment=""1""></td>
<td width=""94"" data-mce-fragment=""1""></td>
<td width=""27"" data-mce-fragment=""1""></td>
<td width=""560"" data-mce-fragment=""1""></td>
<td width=""9"" data-mce-fragment=""1""></td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">This is fine bracelet has a figure of eight design link with a fob end to it which is removable.</p>
<p data-mce-fragment=""1"">Each one of the seven beautiful white pearls are approximately 5mm in size.</p>
<p data-mce-fragment=""1"">This unique pearl bracelet is in excellent condition.  </p>
<p data-mce-fragment=""1"">Exceptional value at : $375.00</p>
<p data-mce-fragment=""1"">Item number 26021-90</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">PLEASE NOTE: </strong>This item is <strong data-mce-fragment=""1"">NOT</strong> located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</strong></p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days.</p>
<p data-mce-fragment=""1"">Please note: The item must be in the same condition it was in it left our store. </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Contact<br data-mce-fragment=""1""> <a href=""mailto:info@prelovedgold.com.au"" data-mce-fragment=""1"" data-mce-href=""mailto:info@prelovedgold.com.au"">info@prelovedgold.com.au</a> for any further information</strong></p>
<p data-mce-fragment=""1"">We take trades on jewellery, watches and scrap gold.</p>
<p data-mce-fragment=""1"">We can post or you can pick-up from City Plaza, 222 City Walk Canberra ACT. Also known as 39 Ainslie place City 2601</p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"9ct Gold, Pearl, pearls, Under $500",TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,375,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26021.jpg?v=1653888655,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,active
9ct-gold-fob-chain-bracelet-with-seven-pearls,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26021_b.jpg?v=1653888656,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-fob-chain-bracelet-with-seven-pearls,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26021_c.jpg?v=1653888656,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-fob-chain-bracelet-with-seven-pearls,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/3_26021_d.jpg?v=1653888656,4,,,,,,,,,,,,,,,,,,,,,,,,,,
